Generation	Pokedex#	Name	Category	Type 1	Type 2	Ability 1	Ability 2	Ability 3	MaleRatio	FemaleRatio	Height (m)	Weight (kg)	EggGroup 1	EggGroup 2	HP	Attack	Defense	Sp.Attack	Sp.Defense	Speed	Total	Group
4	424	Ambipom	Long Tail Pokemon	Normal	None	Skill Link	Technician	Pickup	50	50	1.2	20.3	Field	None	75	100	66	60	66	115	482	Ordinary
4	425	Drifloon	Balloon Pokemon	Ghost	Flying	Unburden	Aftermath	Flare Boost	50	50	0.4	1.2	Amorphous	None	90	50	34	60	44	70	348	Ordinary
4	426	Drifblim	Blimp Pokemon	Ghost	Flying	Unburden	Aftermath	Flare Boost	50	50	1.2	15.0	Amorphous	None	150	80	44	90	54	80	498	Ordinary
4	427	Buneary	Rabbit Pokemon	Normal	None	Run Away	Limber	Klutz	50	50	0.4	5.5	Field	Human-Like	55	66	44	44	56	85	350	Ordinary
4	428	Lopunny	Rabbit Pokemon	Normal	None	Cute Charm	Limber	Klutz	50	50	1.2	33.3	Field	Human-Like	65	76	84	54	96	105	480	Ordinary
6	428	Mega Lopunny	Rabbit Pokemon	Normal	Fighting	Scrappy	None	None	50	50	1.2	33.3	Field	Human-Like	65	136	94	54	96	135	580	Ordinary
4	429	Mismagius	Magical Pokemon	Ghost	None	Levitate	None	None	50	50	0.9	4.4	Amorphous	None	60	60	60	105	105	105	495	Ordinary
4	430	Honchkrow	Big Boss Pokemon	Dark	Flying	Moxie	Insomnia	Super Luck	50	50	0.9	27.3	Flying	None	100	125	52	105	52	71	505	Ordinary
4	431	Glameow	Catty Pokemon	Normal	None	Own Tempo	Keen Eye	Limber	25	75	0.5	3.9	Field	None	49	55	42	42	37	85	310	Ordinary
4	432	Purugly	Tiger Cat Pokemon	Normal	None	Own Tempo	Thick Fat	Defiant	25	75	1.0	43.8	Field	None	71	82	64	64	59	112	452	Ordinary
4	433	Chingling	Bell Pokemon	Psychic	None	Levitate	None	None	50	50	0.2	0.6	Undiscovered	None	45	30	50	65	50	45	285	Ordinary
4	434	Stunky	Skunk Pokemon	Poison	Dark	Keen Eye	Aftermath	Stench	50	50	0.4	19.2	Field	None	63	63	47	41	41	74	329	Ordinary
4	435	Skuntank	Skunk Pokemon	Poison	Dark	Keen Eye	Aftermath	Stench	50	50	1.0	38.0	Field	None	103	93	67	71	61	84	479	Ordinary
4	436	Bronzor	Bronze Pokemon	Steel	Psychic	Heatproof	Heavy Metal	Levitate	0	0	0.5	60.5	Mineral	None	57	24	86	24	86	23	300	Ordinary
4	437	Bronzong	Bronze Bell Pokemon	Steel	Psychic	Heatproof	Heavy Metal	Levitate	0	0	1.3	187.0	Mineral	None	67	89	116	79	116	33	500	Ordinary
4	438	Bonsly	Bonsai Pokemon	Rock	None	Rattled	Sturdy	Rock Head	50	50	0.5	15.0	Undiscovered	None	50	80	95	10	45	10	290	Ordinary
4	439	Mime Jr.	Mime Pokemon	Psychic	Fairy	Soundproof	Technician	Filter	50	50	0.6	13.0	Undiscovered	None	20	25	45	70	90	60	310	Ordinary
4	440	Happiny	Playhouse Pokemon	Normal	None	Serene Grace	Friend Guard	Natural Cure	0	100	0.6	24.4	Undiscovered	None	100	5	5	15	65	30	220	Ordinary
4	441	Chatot	Music Note Pokemon	Normal	Flying	Keen Eye	Big Pecks	Tangled Feet	50	50	0.5	1.9	Flying	None	76	65	45	92	42	91	411	Ordinary
4	442	Spiritomb	Forbidden Pokemon	Ghost	Dark	Infiltrator	Pressure	None	50	50	1.0	108.0	Amorphous	None	50	92	108	92	108	35	485	Ordinary
4	443	Gible	Land Shark Pokemon	Dragon	Ground	Sand Veil	Rough Skin	None	50	50	0.7	20.5	Monster	Dragon	58	70	45	40	45	42	300	Ordinary
4	444	Gabite	Cave Pokemon	Dragon	Ground	Sand Veil	Rough Skin	None	50	50	1.4	56.0	Monster	Dragon	68	90	65	50	55	82	410	Ordinary
6	445	Mega Garchomp	Mach Pokemon	Dragon	Ground	Sand Force	None	None	50	50	1.9	95.0	Monster	Dragon	108	170	115	120	95	92	700	Ordinary
4	445	Garchomp	Mach Pokemon	Dragon	Ground	Sand Veil	Rough Skin	None	50	50	1.9	95.0	Monster	Dragon	108	130	95	80	85	102	600	Ordinary
4	446	Munchlax	Big Eater Pokemon	Normal	None	Pickup	Thick Fat	Gluttony	87.5	12.5	0.6	105.0	Undiscovered	None	135	85	40	40	85	5	390	Ordinary
4	447	Riolu	Emanation Pokemon	Fighting	None	Steadfast	Inner Focus	Prankster	87.5	12.5	0.7	20.2	Undiscovered	None	40	70	40	35	40	60	285	Ordinary
4	448	Lucario	Aura Pokemon	Fighting	Steel	Steadfast	Justified	Inner Focus	87.5	12.5	1.2	54.0	Field	Human-Like	70	110	70	115	70	90	525	Ordinary
6	448	Mega Lucario	Aura Pokemon	Fighting	Steel	Adaptability	None	None	87.5	12.5	1.2	54.0	Field	Human-Like	70	145	88	140	70	112	625	Ordinary
4	449	Hippopotas	Hippo Pokemon	Ground	None	Sand Stream	Sand Force	None	50	50	0.8	49.5	Field	None	68	72	78	38	42	32	330	Ordinary
4	450	Hippowdon	Heavyweight Pokemon	Ground	None	Sand Stream	Sand Force	None	50	50	2.0	300.0	Field	None	108	112	118	68	72	47	525	Ordinary
4	451	Skorupi	Scorpion Pokemon	Poison	Bug	Keen Eye	Battle Armor	Sniper	50	50	0.8	12.0	Bug	Water 3	40	50	90	30	55	65	330	Ordinary
4	452	Drapion	Ogre Scorpion Pokemon	Poison	Dark	Keen Eye	Battle Armor	Sniper	50	50	1.3	61.5	Bug	Water 3	70	90	110	60	75	95	500	Ordinary
4	453	Croagunk	Toxic Mouth Pokemon	Poison	Fighting	Dry Skin	Anticipation	Poison Touch	50	50	0.7	23.0	Human-Like	None	48	61	40	61	40	50	300	Ordinary
4	454	Toxicroak	Toxic Mouth Pokemon	Poison	Fighting	Dry Skin	Anticipation	Poison Touch	50	50	1.3	44.4	Human-Like	None	83	106	65	86	65	85	490	Ordinary
4	455	Carnivine	Bug Catcher Pokemon	Grass	None	Levitate	None	None	50	50	1.4	27.0	Grass	None	74	100	72	90	72	46	454	Ordinary
4	456	Finneon	Wing Fish Pokemon	Water	None	Storm Drain	Swift Swim	Water Veil	50	50	0.4	7.0	Water 2	None	49	49	56	49	61	66	330	Ordinary
4	457	Lumineon	Neon Pokemon	Water	None	Storm Drain	Swift Swim	Water Veil	50	50	1.2	24.0	Water 2	None	69	69	76	69	86	91	460	Ordinary
4	458	Mantyke	Kite Pokemon	Water	Flying	Swift Swim	Water Absorb	Water Veil	50	50	1.0	65.0	Undiscovered	None	45	20	50	60	120	50	345	Ordinary
4	459	Snover	Frost Tree Pokemon	Grass	Ice	Soundproof	Snow Warning	None	50	50	1.0	50.5	Monster	Grass	60	62	50	62	60	40	334	Ordinary
4	460	Abomasnow	Frost Tree Pokemon	Grass	Ice	Soundproof	Snow Warning	None	50	50	2.2	135.5	Monster	Grass	90	92	75	92	85	60	494	Ordinary
6	460	Mega Abomasnow	Frost Tree Pokemon	Grass	Ice	Snow Warning	None	None	50	50	2.2	135.5	Monster	Grass	90	132	105	132	105	30	594	Ordinary
4	461	Weavile	Sharp Claw Pokemon	Dark	Ice	Pickpocket	Pressure	None	50	50	1.1	34.0	Field	None	70	120	65	45	85	125	510	Ordinary
4	462	Magnezone	Magnet Area Pokemon	Electric	Steel	Magnet Pull	Analytic	Sturdy	0	0	1.2	180.0	Mineral	None	70	70	115	130	90	60	535	Ordinary
4	463	Lickilicky	Licking Pokemon	Normal	None	Own Tempo	Cloud Nine	Oblivious	50	50	1.7	140.0	Monster	None	110	85	95	80	95	50	515	Ordinary
4	464	Rhyperior	Drill Pokemon	Ground	Rock	Solid Rock	Lightning Rod	Reckless	50	50	2.4	282.8	Field	Monster	115	140	130	55	55	40	535	Ordinary
4	465	Tangrowth	Vine Pokemon	Grass	None	Chlorophyll	Regenerator	Leaf Guard	50	50	2.0	128.6	Grass	None	100	100	125	110	50	50	535	Ordinary
4	466	Electivire	Thunderbolt Pokemon	Electric	None	Vital Spirit	Motor Drive	None	75	25	1.8	138.6	Human-Like	None	75	123	67	95	85	95	540	Ordinary
4	467	Magmortar	Blast Pokemon	Fire	None	Vital Spirit	Flame Body	None	75	25	1.6	68.0	Human-Like	None	75	95	67	125	95	83	540	Ordinary
4	468	Togekiss	Jubilee Pokemon	Fairy	Flying	Serene Grace	Hustle	Super Luck	87.5	12.5	1.5	38.0	Flying	Fairy	85	50	95	120	115	80	545	Ordinary
4	469	Yanmega	Ogre Darner Pokemon	Bug	Flying	Speed Boost	Frisk	Tinted Lens	50	50	1.9	51.5	Bug	None	86	76	86	116	56	95	515	Ordinary
4	470	Leafeon	Verdant Pokemon	Grass	None	Chlorophyll	Leaf Guard	None	87.5	12.5	1.0	25.5	Field	None	65	110	130	60	65	95	525	Ordinary
4	471	Glaceon	Fresh Snow Pokemon	Ice	None	Ice Body	Snow Cloak	None	87.5	12.5	0.8	25.9	Field	None	65	60	110	130	95	65	525	Ordinary
4	472	Gliscor	Fang Scorpion Pokemon	Ground	Flying	Sand Veil	Poison Heal	Hyper Cutter	50	50	2.0	42.5	Bug	None	75	95	125	45	75	95	510	Ordinary
4	473	Mamoswine	Twin Tusk Pokemon	Ice	Ground	Oblivious	Thick Fat	Snow Cloak	50	50	2.5	291.0	Field	None	110	130	80	70	60	80	530	Ordinary
4	474	Porygon-Z	Virtual Pokemon	Normal	None	Adaptability	Analytic	Download	0	0	0.9	34.0	Mineral	None	85	80	70	135	75	90	535	Ordinary
6	475	Mega Gallade	Blade Pokemon	Psychic	Fighting	Inner Focus	None	None	100	0	1.6	52.0	Amorphous	None	68	165	95	65	115	110	618	Ordinary
4	475	Gallade	Blade Pokemon	Psychic	Fighting	Steadfast	Justified	None	100	0	1.6	52.0	Amorphous	None	68	125	65	65	115	80	518	Ordinary
4	476	Probopass	Compass Pokemon	Rock	Steel	Magnet Pull	Sturdy	Sand Force	50	50	1.4	340.0	Mineral	None	60	55	145	75	150	40	525	Ordinary
4	477	Dusknoir	Gripper Pokemon	Ghost	None	Frisk	Pressure	None	50	50	2.2	106.6	Amorphous	None	45	100	135	65	135	45	525	Ordinary
4	478	Froslass	Snow Land Pokemon	Ice	Ghost	Cursed Body	Snow Cloak	None	0	100	1.3	26.6	Mineral	Fairy	70	80	70	80	70	110	480	Ordinary
4	479	Fan Rotom	Plasma Pokemon	Electric	Flying	Levitate	None	None	0	0	0.3	0.3	Amorphous	None	65	107	107	105	107	86	577	Ordinary
4	479	Wash Rotom	Plasma Pokemon	Electric	Water	Levitate	None	None	0	0	0.3	0.3	Amorphous	None	65	107	107	105	107	86	577	Ordinary
4	479	Rotom	Plasma Pokemon	Electric	Ghost	Levitate	None	None	0	0	0.3	0.3	Amorphous	None	50	50	77	95	77	91	440	Ordinary
4	479	Heat Rotom	Plasma Pokemon	Electric	Fire	Levitate	None	None	0	0	0.3	0.3	Amorphous	None	65	107	107	105	107	86	577	Ordinary
4	479	Mow Rotom	Plasma Pokemon	Electric	Grass	Levitate	None	None	0	0	0.3	0.3	Amorphous	None	65	107	107	105	107	86	577	Ordinary
4	479	Frost Rotom	Plasma Pokemon	Electric	Ice	Levitate	None	None	0	0	0.3	0.3	Amorphous	None	65	107	107	105	107	86	577	Ordinary
4	480	Uxie	Knowledge Pokemon	Psychic	None	Levitate	None	None	0	0	0.3	0.3	Undiscovered	None	75	75	130	75	130	95	580	Legendary
4	481	Mesprit	Emotion Pokemon	Psychic	None	Levitate	None	None	0	0	0.3	0.3	Undiscovered	None	80	105	105	105	105	80	580	Legendary
4	482	Azelf	Willpower Pokemon	Psychic	None	Levitate	None	None	0	0	0.3	0.3	Undiscovered	None	75	125	70	125	70	115	580	Legendary
4	483	Dialga	Temporal Pokemon	Steel	Dragon	Telepathy	Pressure	None	0	0	5.4	683.0	Undiscovered	None	100	120	120	150	100	90	680	Legendary
4	484	Palkia	Spatial Pokemon	Water	Dragon	Telepathy	Pressure	None	0	0	4.2	336.0	Undiscovered	None	90	120	100	150	120	100	680	Legendary
4	485	Heatran	Lava Dome Pokemon	Fire	Steel	Flame Body	Flash Fire	None	50	50	1.7	430.0	Undiscovered	None	91	90	106	130	106	77	600	Legendary
4	486	Regigigas	Colossal Pokemon	Normal	None	Slow Start	None	None	0	0	3.7	420.0	Undiscovered	None	110	160	110	80	110	100	670	Legendary
4	487	Giratina Origin Form	Renegade Pokemon	Ghost	Dragon	Levitate	None	None	0	0	4.5	750.0	Undiscovered	None	150	120	100	120	100	90	680	Legendary
4	487	Giratina Altered Form	Renegade Pokemon	Ghost	Dragon	Telepathy	Pressure	None	0	0	4.5	750.0	Undiscovered	None	150	100	120	100	120	90	680	Legendary
4	488	Cresselia	Lunar Pokemon	Psychic	None	Levitate	None	None	0	100	1.5	85.6	Undiscovered	None	120	70	120	75	130	85	600	Legendary
4	489	Phione	Sea Drifter Pokemon	Water	None	Hydration	None	None	0	0	0.4	3.1	Fairy	Water 1	80	80	80	80	80	80	480	Legendary
4	490	Manaphy	Seafaring Pokemon	Water	None	Hydration	None	None	0	0	0.3	1.4	Fairy	Water 1	100	100	100	100	100	100	600	Legendary
4	491	Darkrai	Pitch-Black Pokemon	Dark	None	Bad Dreams	None	None	0	0	1.5	50.5	Undiscovered	None	70	90	90	135	90	125	600	Legendary
4	492	Shaymin Land Form	Gratitude Pokemon	Grass	None	Natural Cure	None	None	0	0	0.2	2.1	Undiscovered	None	100	100	100	100	100	100	600	Legendary
4	492	Shaymin Sky Form	Gratitude Pokemon	Grass	Flying	Serene Grace	None	None	0	0	0.2	2.1	Undiscovered	None	100	103	75	120	75	127	600	Legendary
4	493	Arceus	Alpha Pokemon	Normal	None	Multitype	None	None	0	0	3.2	320.0	Undiscovered	None	120	120	120	120	120	120	720	Legendary
5	494	Victini	Victory Pokemon	Psychic	Fire	Victory Star	None	None	0	0	0.4	4.0	Undiscovered	None	100	100	100	100	100	100	600	Legendary
5	495	Snivy	Grass Snake Pokemon	Grass	None	Contrary	Overgrow	None	87.5	12.5	0.6	8.1	Field	Grass	45	45	55	45	55	63	308	Ordinary
5	496	Servine	Grass Snake Pokemon	Grass	None	Contrary	Overgrow	None	87.5	12.5	0.8	16	Field	Grass	60	60	75	60	75	83	413	Ordinary
5	497	Serperior	Regal Pokemon	Grass	None	Contrary	Overgrow	None	87.5	12.5	3.3	63.0	Field	Grass	75	75	95	75	95	113	528	Ordinary
5	498	Tepig	Fire Pig Pokemon	Fire	None	Blaze	Thick Fat	None	87.5	12.5	0.5	9.9	Field	None	65	63	45	45	45	45	308	Ordinary
5	499	Pignite	Fire Pig Pokemon	Fire	Fighting	Blaze	Thick Fat	None	87.5	12.5	1.0	55.5	Field	None	90	93	55	70	55	55	418	Ordinary
5	500	Emboar	Mega Fire Pig Pokemon	Fire	Fighting	Blaze	Reckless	None	87.5	12.5	1.6	150.0	Field	None	110	123	65	100	65	65	528	Ordinary
5	501	Oshawott	Sea Otter Pokemon	Water	None	Torrent	Shell Armor	None	87.5	12.5	0.5	5.9	Field	None	55	55	45	63	45	45	308	Ordinary
5	502	Dewott	Discipline Pokemon	Water	None	Torrent	Shell Armor	None	87.5	12.5	0.8	24.5	Field	None	75	75	60	83	60	60	413	Ordinary
5	503	Samurott	Formidable Pokemon	Water	None	Torrent	Shell Armor	None	87.5	12.5	1.5	94.6	Field	None	95	100	85	108	70	70	528	Ordinary
5	504	Patrat	Scout Pokemon	Normal	None	Keen Eye	Run Away	Analytic	50	50	0.5	11.6	Field	None	45	55	39	35	39	42	255	Ordinary
5	505	Watchog	Lookout Pokemon	Normal	None	Keen Eye	Analytic	Illuminate	50	50	1.1	27.0	Field	None	60	85	69	60	69	77	420	Ordinary
5	506	Lillipup	Puppy Pokemon	Normal	None	Vital Spirit	Run Away	Pickup	50	50	0.4	4.1	Field	None	45	60	45	25	45	55	275	Ordinary
5	507	Herdier	Loyal Dog Pokemon	Normal	None	Intimidate	Scrappy	Sand Rush	50	50	0.9	14.7	Field	None	65	80	65	35	65	60	370	Ordinary
5	508	Stoutland	Big-Hearted Pokemon	Normal	None	Intimidate	Scrappy	Sand Rush	50	50	1.2	61.0	Field	None	85	110	90	45	90	80	500	Ordinary
5	509	Purrloin	Devious Pokemon	Dark	None	Limber	Unburden	Prankster	50	50	0.4	10.1	Field	None	41	50	37	50	37	66	281	Ordinary
5	510	Liepard	Cruel Pokemon	Dark	None	Limber	Unburden	Prankster	50	50	1.1	37.5	Field	None	64	88	50	88	50	106	446	Ordinary
5	511	Pansage	Grass Monkey Pokemon	Grass	None	Overgrow	Gluttony	None	87.5	12.5	0.6	10.5	Field	None	50	53	48	53	48	64	316	Ordinary
5	512	Simisage	Thorn Monkey Pokemon	Grass	None	Overgrow	Gluttony	None	87.5	12.5	1.1	30.5	Field	None	75	98	63	98	63	101	498	Ordinary
5	513	Pansear	High Temp Pokemon	Fire	None	Blaze	Gluttony	None	87.5	12.5	0.6	11.0	Field	None	50	53	48	53	48	64	316	Ordinary
5	514	Simisear	Ember Pokemon	Fire	None	Blaze	Gluttony	None	87.5	12.5	1.0	28.0	Field	None	75	98	63	98	63	101	498	Ordinary
5	515	Panpour	Spray Pokemon	Water	None	Torrent	Gluttony	None	87.5	12.5	0.6	13.5	Field	None	50	53	48	53	48	64	316	Ordinary
5	516	Simipour	Geyser Pokemon	Water	None	Torrent	Gluttony	None	87.5	12.5	1.0	29.0	Field	None	75	98	63	98	63	101	498	Ordinary
5	517	Munna	Dream Eater Pokemon	Psychic	None	Forewarn	Telepathy	Synchronize	50	50	0.6	23.3	Field	None	76	25	45	67	55	24	292	Ordinary
5	518	Musharna	Drowsing Pokemon	Psychic	None	Forewarn	Telepathy	Synchronize	50	50	1.1	60.5	Field	None	116	55	85	107	95	29	487	Ordinary
5	519	Pidove	Tiny Pigeon Pokemon	Normal	Flying	Big Pecks	Super Luck	Rivalry	50	50	0.3	2.1	Flying	None	50	55	50	36	30	43	264	Ordinary
5	520	Tranquill	Wild Pigeon Pokemon	Normal	Flying	Big Pecks	Super Luck	Rivalry	50	50	0.6	15.0	Flying	None	62	77	62	50	42	65	358	Ordinary
5	521	Unfezant	Proud Pokemon	Normal	Flying	Big Pecks	Super Luck	Rivalry	50	50	1.2	29.0	Flying	None	80	115	80	65	55	93	488	Ordinary
5	522	Blitzle	Electrified Pokemon	Electric	None	Motor Drive	Sap Sipper	Lightning Rod	50	50	0.8	29.8	Field	None	45	60	32	50	32	76	295	Ordinary
5	523	Zebstrika	Thunderbolt Pokemon	Electric	None	Motor Drive	Sap Sipper	Lightning Rod	50	50	1.6	79.5	Field	None	75	100	63	80	63	116	497	Ordinary
5	524	Roggenrola	Mantle Pokemon	Rock	None	Weak Armor	Sturdy	Sand Force	50	50	0.4	18.0	Mineral	None	55	75	85	25	25	15	280	Ordinary
5	525	Boldore	Ore Pokemon	Rock	None	Weak Armor	Sturdy	Sand Force	50	50	0.9	102.0	Mineral	None	70	105	105	50	40	20	390	Ordinary
5	526	Gigalith	Compressed Pokemon	Rock	None	Sand Stream	Sturdy	Sand Force	50	50	1.7	260.0	Mineral	None	85	135	130	60	80	25	515	Ordinary
5	527	Woobat	Bat Pokemon	Psychic	Flying	Unaware	Klutz	Simple	50	50	0.4	2.1	Field	Flying	65	45	43	55	43	72	323	Ordinary
5	528	Swoobat	Courting Pokemon	Psychic	Flying	Unaware	Klutz	Simple	50	50	0.9	10.5	Field	Flying	67	57	55	77	55	114	425	Ordinary
5	529	Drilbur	Mole Pokemon	Ground	None	Mold Breaker	Sand Force	Sand Rush	50	50	0.3	8.5	Field	None	60	85	40	30	45	68	328	Ordinary
5	530	Excadrill	Subterrene Pokemon	Ground	Steel	Mold Breaker	Sand Force	Sand Rush	50	50	0.7	40.4	Field	None	110	135	60	50	65	88	508	Ordinary
5	531	Audino	Hearing Pokemon	Normal	None	Regenerator	Klutz	Healer	50	50	1.1	31.0	Fairy	None	103	60	86	60	86	50	445	Ordinary
6	531	Mega Audino	Hearing Pokemon	Normal	Fairy	Healer	None	None	50	50	1.1	31.0	Fairy	None	103	60	126	80	126	50	545	Ordinary
5	532	Timburr	Muscular Pokemon	Fighting	None	Sheer Force	Iron Fist	Guts	75	25	0.6	12.5	Human-Like	None	75	80	55	25	35	35	305	Ordinary
5	533	Gurdurr	Muscular Pokemon	Fighting	None	Sheer Force	Iron Fist	Guts	75	25	1.2	40.0	Human-Like	None	85	105	85	40	50	40	405	Ordinary
5	534	Conkeldurr	Muscular Pokemon	Fighting	None	Sheer Force	Iron Fist	Guts	75	25	1.4	87.0	Human-Like	None	105	140	95	55	65	45	505	Ordinary
5	535	Tympole	Tadpole Pokemon	Water	None	Hydration	Swift Swim	Water Absorb	50	50	0.5	4.5	Water 1	None	50	50	40	50	40	64	294	Ordinary
5	536	Palpitoad	Vibration Pokemon	Water	Ground	Hydration	Swift Swim	Water Absorb	50	50	0.8	17.0	Water 1	None	75	65	55	65	55	69	384	Ordinary
5	537	Seismitoad	Vibration Pokemon	Water	Ground	Swift Swim	Water Absorb	Poison Touch	50	50	1.5	62.0	Water 1	None	105	95	75	85	75	74	509	Ordinary
5	538	Throh	Judo Pokemon	Fighting	None	Mold Breaker	Inner Focus	Guts	100	0	1.3	55.5	Human-Like	None	120	100	85	30	85	45	465	Ordinary
5	539	Sawk	Karate Pokemon	Fighting	None	Mold Breaker	Sturdy	Inner Focus	100	0	1.4	51.0	Human-Like	None	75	125	75	30	75	85	465	Ordinary
5	540	Sewaddle	Sewing Pokemon	Bug	Grass	Swarm	Chlorophyll	Overcoat	50	50	0.3	2.5	Bug	None	45	53	70	40	60	42	310	Ordinary
5	541	Swadloon	Leaf-Wrapped Pokemon	Bug	Grass	Chlorophyll	Leaf Guard	Overcoat	50	50	0.5	7.3	Bug	None	55	63	90	50	80	42	380	Ordinary
5	542	Leavanny	Nurturing Pokemon	Bug	Grass	Swarm	Chlorophyll	Overcoat	50	50	1.2	20.5	Bug	None	75	103	80	70	80	92	500	Ordinary
5	543	Venipede	Centipede Pokemon	Bug	Poison	Swarm	Speed Boost	Poison Point	50	50	0.4	5.3	Bug	None	30	45	59	30	39	57	260	Ordinary
5	544	Whirlipede	Curlipede Pokemon	Bug	Poison	Swarm	Speed Boost	Poison Point	50	50	1.2	58.5	Bug	None	40	55	99	40	79	47	360	Ordinary
5	545	Scolipede	Megapede Pokemon	Bug	Poison	Swarm	Speed Boost	Poison Point	50	50	2.5	200.5	Bug	None	60	100	89	55	69	112	485	Ordinary
5	546	Cottonee	Cotton Puff Pokemon	Grass	Fairy	Chlorophyll	Infiltrator	Prankster	50	50	0.3	0.6	Grass	Fairy	40	27	60	37	50	66	280	Ordinary
5	547	Whimsicott	Windveiled Pokemon	Grass	Fairy	Chlorophyll	Infiltrator	Prankster	50	50	0.7	6.6	Grass	Fairy	60	67	85	77	75	116	480	Ordinary
5	548	Petilil	Bulb Pokemon	Grass	None	Own Tempo	Chlorophyll	Leaf Guard	0	100	0.5	6.6	Grass	None	45	35	50	70	50	30	280	Ordinary
5	549	Lilligant	Flowering Pokemon	Grass	None	Own Tempo	Chlorophyll	Leaf Guard	0	100	1.1	16.3	Grass	None	70	60	75	110	75	90	480	Ordinary
5	550	Basculin Red Stripe	Hostile Pokemon	Water	None	Mold Breaker	Adaptability	Reckless	50	50	1.0	18.0	Water 2	None	70	92	65	80	55	98	460	Ordinary
5	550	Basculin Blue Stripe	Hostile Pokemon	Water	None	Rock Head	Adaptability	Mold Breaker	50	50	1.0	18.0	Water 2	None	70	92	65	80	55	98	460	Ordinary
5	551	Sandile	Desert Croc Pokemon	Ground	Dark	Intimidate	Moxie	Anger Point	50	50	0.7	15.2	Field	None	50	72	35	35	35	65	292	Ordinary
5	552	Krokorok	Desert Croc Pokemon	Ground	Dark	Intimidate	Moxie	Anger Point	50	50	1.0	33.4	Field	None	60	82	45	45	45	74	351	Ordinary
5	553	Krookodile	Intimidation Pokemon	Ground	Dark	Intimidate	Moxie	Anger Point	50	50	1.5	96.3	Field	None	95	117	80	65	70	92	519	Ordinary
5	554	Darumaka	Zen Charm Pokemon	Fire	None	Hustle	Inner Focus	None	50	50	0.6	37.5	Field	None	70	90	45	15	45	50	315	Ordinary
5	555	Standard Mode	Blazing Pokemon	Fire	None	Sheer Force	Zen Mode	None	50	50	1.3	92.9	Field	None	105	140	55	30	55	95	480	Ordinary
5	555	Zen Mode	Blazing Pokemon	Fire	Psychic	Sheer Force	Zen Mode	None	50	50	1.3	92.9	Field	None	105	30	105	140	105	55	540	Ordinary
5	556	Maractus	Cactus Pokemon	Grass	None	Chlorophyll	Storm Drain	Water Absorb	50	50	1.0	28.0	Grass	None	75	86	67	106	67	60	461	Ordinary
5	557	Dwebble	Rock Inn Pokemon	Bug	Rock	Weak Armor	Sturdy	Shell Armor	50	50	0.3	14.5	Mineral	Bug	50	65	85	35	35	55	325	Ordinary
5	558	Crustle	Stone Home Pokemon	Bug	Rock	Weak Armor	Sturdy	Shell Armor	50	50	1.4	200.0	Mineral	Bug	70	105	125	65	75	45	485	Ordinary
5	559	Scraggy	Shedding Pokemon	Dark	Fighting	Intimidate	Moxie	Shed Skin	50	50	0.6	11.8	Field	Dragon	50	75	70	35	70	48	348	Ordinary
5	560	Scrafty	Hoodlum Pokemon	Dark	Fighting	Intimidate	Moxie	Shed Skin	50	50	1.1	30.0	Field	Dragon	65	90	115	45	115	58	488	Ordinary
5	561	Sigilyph	Avianoid Pokemon	Psychic	Flying	Wonder Skin	Magic Guard	Tinted Lens	50	50	1.4	14.0	Flying	None	72	58	80	103	80	97	490	Ordinary
5	562	Yamask	Spirit Pokemon	Ghost	None	Mummy	None	None	50	50	0.5	1.5	Mineral	Amorphous	38	30	85	55	65	30	303	Ordinary
5	563	Cofagrigus	Coffin Pokemon	Ghost	None	Mummy	None	None	50	50	1.7	76.5	Mineral	Amorphous	58	50	145	95	105	30	483	Ordinary
5	564	Tirtouga	Prototurtle Pokemon	Water	Rock	Swift Swim	Sturdy	Solid Rock	87.5	12.5	0.7	16.5	Water 3	Water 1	54	78	103	53	45	22	355	Ordinary
5	565	Carracosta	Prototurtle Pokemon	Water	Rock	Swift Swim	Sturdy	Solid Rock	87.5	12.5	1.2	81.0	Water 3	Water 1	74	108	133	83	65	32	495	Ordinary
5	566	Archen	First Bird Pokemon	Rock	Flying	Defeatist	None	None	87.5	12.5	0.5	9.5	Flying	Water 3	55	112	45	74	45	70	401	Ordinary
5	567	Archeops	First Bird Pokemon	Rock	Flying	Defeatist	None	None	87.5	12.5	1.4	32.0	Flying	Water 3	75	140	65	112	65	110	567	Ordinary
5	568	Trubbish	Trash Bag Pokemon	Poison	None	Aftermath	Stench	Sticky Hold	50	50	0.6	31.0	Mineral	None	50	50	62	40	62	65	329	Ordinary
5	569	Garbodor	Trash Heap Pokemon	Poison	None	Weak Armor	Aftermath	Stench	50	50	1.9	107.3	Mineral	None	80	95	82	60	82	75	474	Ordinary
5	570	Zorua	Tricky Fox Pokemon	Dark	None	Illusion	None	None	87.5	12.5	0.7	12.5	Field	None	40	65	40	80	40	65	330	Ordinary
5	571	Zoroark	Illusion Fox Pokemon	Dark	None	Illusion	None	None	87.5	12.5	1.6	81.1	Field	None	60	105	60	120	60	105	510	Ordinary
5	572	Minccino	Chinchilla Pokemon	Normal	None	Skill Link	Cute Charm	Technician	25	75	0.4	5.8	Field	None	55	50	40	40	40	75	300	Ordinary
5	573	Cinccino	Scarf Pokemon	Normal	None	Skill Link	Cute Charm	Technician	25	75	0.5	7.5	Field	None	75	95	60	65	60	115	470	Ordinary
