Generation	Pokedex#	Name	Category	Types	Abilities	MaleRatio	FemaleRatio	Height	Weight	EggGroups	HP	Attack	Defense	Sp.Attack	Sp.Defense	Speed	Movesets
4	398	Staraptor	Predator Pokémon	[Normal, Flying]	[Intimidate, Reckless]	50%	50%	1.2 m	24.9 kg	[Flying]	85	120	70	50	60	100	0
4	399	Bidoof	Plump Mouse Pokémon	[Normal, Unknown]	[Unaware, Moody, Simple]	50%	50%	0.5 m	20.0 kg	[Field, Water 1]	59	45	40	35	40	31	0
4	400	Bibarel	Beaver Pokémon	[Normal, Water]	[Unaware, Moody, Simple]	50%	50%	1.0 m	31.5 kg	[Field, Water 1]	79	85	60	55	60	71	0
4	401	Kricketot	Cricket Pokémon	[Bug, Unknown]	[Run Away, Shed Skin]	50%	50%	0.3 m	2.2 kg	[Bug]	37	25	41	25	41	25	0
4	402	Kricketune	Cricket Pokémon	[Bug, Unknown]	[Swarm, Technician]	50%	50%	1.0 m	25.5 kg	[Bug]	77	85	51	55	51	65	0
4	403	Shinx	Flash Pokémon	[Electric, Unknown]	[Intimidate, Rivalry, Guts]	50%	50%	0.5 m	9.5 kg	[Field]	45	65	34	40	34	45	0
4	404	Luxio	Spark Pokémon	[Electric, Unknown]	[Intimidate, Rivalry, Guts]	50%	50%	0.9 m	30.5 kg	[Field]	60	85	49	60	49	60	0
4	405	Luxray	Gleam Eyes Pokémon	[Electric, Unknown]	[Intimidate, Rivalry, Guts]	50%	50%	1.4 m	42.0 kg	[Field]	80	120	79	95	79	70	0
4	406	Budew	Bud Pokémon	[Grass, Poison]	[Leaf Guard, Poison Point, Natural Cure]	50%	50%	0.2 m	1.2 kg	[Undiscovered]	40	30	35	50	70	55	0
4	407	Roserade	Bouquet Pokémon	[Grass, Poison]	[Technician, Poison Point, Natural Cure]	50%	50%	0.9 m	14.5 kg	[Grass, Fairy]	60	70	65	125	105	90	0
4	408	Cranidos	Head Butt Pokémon	[Rock, Unknown]	[Mold Breaker, Sheer Force]	87.5%	12.5%	0.9 m	31.5 kg	[Monster]	67	125	40	30	30	58	0
4	409	Rampardos	Head Butt Pokémon	[Rock, Unknown]	[Mold Breaker, Sheer Force]	87.5%	12.5%	1.6 m	102.5 kg	[Monster]	97	165	60	65	50	58	0
4	410	Shieldon	Shield Pokémon	[Rock, Steel]	[Soundproof, Sturdy]	87.5%	12.5%	0.5 m	57.0 kg	[Monster]	30	42	118	42	88	30	0
4	411	Bastiodon	Shield Pokémon	[Rock, Steel]	[Soundproof, Sturdy]	87.5%	12.5%	1.3 m	149.5 kg	[Monster]	60	52	168	47	138	30	0
4	412	Sandy Cloak	Bagworm Pokémon	[Bug, Unknown]	[Shed Skin, Overcoat]	50%	50%	0.2 m	3.4 kg	[Bug]	40	29	45	29	45	36	0
4	412	Trash Cloak	Bagworm Pokémon	[Bug, Unknown]	[Shed Skin, Overcoat]	50%	50%	0.2 m	3.4 kg	[Bug]	40	29	45	29	45	36	0
4	412	Plant Cloak	Bagworm Pokémon	[Bug, Unknown]	[Shed Skin, Overcoat]	50%	50%	0.2 m	3.4 kg	[Bug]	40	29	45	29	45	36	0
4	413	Sandy Cloak	Bagworm Pokémon	[Bug, Ground]	[Overcoat, Anticipation]	0%	100%	0.5 m	6.5 kg	[Bug]	60	79	105	59	85	36	0
4	413	Trash Cloak	Bagworm Pokémon	[Bug, Steel]	[Overcoat, Anticipation]	0%	100%	0.5 m	6.5 kg	[Bug]	60	69	95	69	95	36	0
4	413	Plant Cloak	Bagworm Pokémon	[Bug, Grass]	[Overcoat, Anticipation]	0%	100%	0.5 m	6.5 kg	[Bug]	60	59	85	79	105	36	0
4	414	Mothim	Moth Pokémon	[Bug, Flying]	[Swarm, Tinted Lens]	100%	0%	0.9 m	23.3 kg	[Bug]	70	94	50	94	50	66	0
4	415	Combee	Tiny Bee Pokémon	[Bug, Flying]	[Hustle, Honey Gather]	87.5%	12.5%	0.3 m	5.5 kg	[Bug]	30	30	42	30	42	70	0
4	416	Vespiquen	Beehive Pokémon	[Bug, Flying]	[Unnerve, Pressure]	0%	100%	1.2 m	38.5 kg	[Bug]	70	80	102	80	102	40	0
4	417	Pachirisu	EleSquirrel Pokémon	[Electric, Unknown]	[Run Away, Pickup, Volt Absorb]	50%	50%	0.4 m	3.9 kg	[Field, Fairy]	60	45	70	45	90	95	0
4	418	Buizel	Sea Weasel Pokémon	[Water, Unknown]	[Swift Swim, Water Veil]	50%	50%	0.7 m	29.5 kg	[Field, Water 1]	55	65	35	60	30	85	0
4	419	Floatzel	Sea Weasel Pokémon	[Water, Unknown]	[Swift Swim, Water Veil]	50%	50%	1.1 m	33.5 kg	[Field, Water 1]	85	105	55	85	50	115	0
4	420	Cherubi	Cherry Pokémon	[Grass, Unknown]	[Chlorophyll]	50%	50%	0.4 m	3.3 kg	[Grass, Fairy]	45	35	45	62	53	35	0
4	421	Sunshine Form	Blossom Pokémon	[Grass, Unknown]	[Flower Gift]	50%	50%	0.5 m	9.3 kg	[Grass, Fairy]	70	60	70	87	78	85	0
4	421	Overcast Form	Blossom Pokémon	[Grass, Unknown]	[Flower Gift]	50%	50%	0.5 m	9.3 kg	[Grass, Fairy]	70	60	70	87	78	85	0
4	422	Shellos	Sea Slug Pokémon	[Water, Unknown]	[Storm Drain, Sand Force, Sticky Hold]	50%	50%	0.3 m	6.3 kg	[Amorphous, Water 1]	76	48	48	57	62	34	0
4	423	Gastrodon	Sea Slug Pokémon	[Water, Ground]	[Storm Drain, Sand Force, Sticky Hold]	50%	50%	0.9 m	29.9 kg	[Amorphous, Water 1]	111	83	68	92	82	39	0
4	424	Ambipom	Long Tail Pokémon	[Normal, Unknown]	[Skill Link, Technician, Pickup]	50%	50%	1.2 m	20.3 kg	[Field]	75	100	66	60	66	115	0
4	425	Drifloon	Balloon Pokémon	[Ghost, Flying]	[Unburden, Aftermath, Flare Boost]	50%	50%	0.4 m	1.2 kg	[Amorphous]	90	50	34	60	44	70	0
4	426	Drifblim	Blimp Pokémon	[Ghost, Flying]	[Unburden, Aftermath, Flare Boost]	50%	50%	1.2 m	15.0 kg	[Amorphous]	150	80	44	90	54	80	0
4	427	Buneary	Rabbit Pokémon	[Normal, Unknown]	[Run Away, Limber, Klutz]	50%	50%	0.4 m	5.5 kg	[Field, Human-Like]	55	66	44	44	56	85	0
4	428	Lopunny	Rabbit Pokémon	[Normal, Unknown]	[Cute Charm, Limber, Klutz]	50%	50%	1.2 m	33.3 kg	[Field, Human-Like]	65	76	84	54	96	105	0
6	428	Mega Lopunny	Rabbit Pokémon	[Normal, Fighting]	[Scrappy]	50%	50%	1.2 m	33.3 kg	[Field, Human-Like]	65	136	94	54	96	135	0
4	429	Mismagius	Magical Pokémon	[Ghost, Unknown]	[Levitate]	50%	50%	0.9 m	4.4 kg	[Amorphous]	60	60	60	105	105	105	0
4	430	Honchkrow	Big Boss Pokémon	[Dark, Flying]	[Moxie, Insomnia, Super Luck]	50%	50%	0.9 m	27.3 kg	[Flying]	100	125	52	105	52	71	0
4	431	Glameow	Catty Pokémon	[Normal, Unknown]	[Own Tempo, Keen Eye, Limber]	25%	75%	0.5 m	3.9 kg	[Field]	49	55	42	42	37	85	0
4	432	Purugly	Tiger Cat Pokémon	[Normal, Unknown]	[Own Tempo, Thick Fat, Defiant]	25%	75%	1.0 m	43.8 kg	[Field]	71	82	64	64	59	112	0
4	433	Chingling	Bell Pokémon	[Psychic, Unknown]	[Levitate]	50%	50%	0.2 m	0.6 kg	[Undiscovered]	45	30	50	65	50	45	0
4	434	Stunky	Skunk Pokémon	[Poison, Dark]	[Keen Eye, Aftermath, Stench]	50%	50%	0.4 m	19.2 kg	[Field]	63	63	47	41	41	74	0
4	435	Skuntank	Skunk Pokémon	[Poison, Dark]	[Keen Eye, Aftermath, Stench]	50%	50%	1.0 m	38.0 kg	[Field]	103	93	67	71	61	84	0
4	436	Bronzor	Bronze Pokémon	[Steel, Psychic]	[Heatproof, Heavy Metal, Levitate]	0%	0%	0.5 m	60.5 kg	[Mineral]	57	24	86	24	86	23	0
4	437	Bronzong	Bronze Bell Pokémon	[Steel, Psychic]	[Heatproof, Heavy Metal, Levitate]	0%	0%	1.3 m	187.0 kg	[Mineral]	67	89	116	79	116	33	0
4	438	Bonsly	Bonsai Pokémon	[Rock, Unknown]	[Rattled, Sturdy, Rock Head]	50%	50%	0.5 m	15.0 kg	[Undiscovered]	50	80	95	10	45	10	0
4	439	Mime Jr.	Mime Pokémon	[Psychic, Fairy]	[Soundproof, Technician, Filter]	50%	50%	0.6 m	13.0 kg	[Undiscovered]	20	25	45	70	90	60	0
4	440	Happiny	Playhouse Pokémon	[Normal, Unknown]	[Serene Grace, Friend Guard, Natural Cure]	0%	100%	0.6 m	24.4 kg	[Undiscovered]	100	5	5	15	65	30	0
4	441	Chatot	Music Note Pokémon	[Normal, Flying]	[Keen Eye, Big Pecks, Tangled Feet]	50%	50%	0.5 m	1.9 kg	[Flying]	76	65	45	92	42	91	0
4	442	Spiritomb	Forbidden Pokémon	[Ghost, Dark]	[Infiltrator, Pressure]	50%	50%	1.0 m	108.0 kg	[Amorphous]	50	92	108	92	108	35	0
4	443	Gible	Land Shark Pokémon	[Dragon, Ground]	[Sand Veil, Rough Skin]	50%	50%	0.7 m	20.5 kg	[Monster, Dragon]	58	70	45	40	45	42	0
4	444	Gabite	Cave Pokémon	[Dragon, Ground]	[Sand Veil, Rough Skin]	50%	50%	1.4 m	56.0 kg	[Monster, Dragon]	68	90	65	50	55	82	0
6	445	Mega Garchomp	Mach Pokémon	[Dragon, Ground]	[Sand Force]	50%	50%	1.9 m	95.0 kg	[Monster, Dragon]	108	170	115	120	95	92	0
4	445	Garchomp	Mach Pokémon	[Dragon, Ground]	[Sand Veil, Rough Skin]	50%	50%	1.9 m	95.0 kg	[Monster, Dragon]	108	130	95	80	85	102	0
4	446	Munchlax	Big Eater Pokémon	[Normal, Unknown]	[Pickup, Thick Fat, Gluttony]	87.5%	12.5%	0.6 m	105.0 kg	[Undiscovered]	135	85	40	40	85	5	0
4	447	Riolu	Emanation Pokémon	[Fighting, Unknown]	[Steadfast, Inner Focus, Prankster]	87.5%	12.5%	0.7 m	20.2 kg	[Undiscovered]	40	70	40	35	40	60	0
4	448	Lucario	Aura Pokémon	[Fighting, Steel]	[Steadfast, Justified, Inner Focus]	87.5%	12.5%	1.2 m	54.0 kg	[Field, Human-Like]	70	110	70	115	70	90	0
6	448	Mega Lucario	Aura Pokémon	[Fighting, Steel]	[Adaptability]	87.5%	12.5%	1.2 m	54.0 kg	[Field, Human-Like]	70	145	88	140	70	112	0
4	449	Hippopotas	Hippo Pokémon	[Ground, Unknown]	[Sand Stream, Sand Force]	50%	50%	0.8 m	49.5 kg	[Field]	68	72	78	38	42	32	0
4	450	Hippowdon	Heavyweight Pokémon	[Ground, Unknown]	[Sand Stream, Sand Force]	50%	50%	2.0 m	300.0 kg	[Field]	108	112	118	68	72	47	0
4	451	Skorupi	Scorpion Pokémon	[Poison, Bug]	[Keen Eye, Battle Armor, Sniper]	50%	50%	0.8 m	12.0 kg	[Bug, Water 3]	40	50	90	30	55	65	0
4	452	Drapion	Ogre Scorpion Pokémon	[Poison, Dark]	[Keen Eye, Battle Armor, Sniper]	50%	50%	1.3 m	61.5 kg	[Bug, Water 3]	70	90	110	60	75	95	0
4	453	Croagunk	Toxic Mouth Pokémon	[Poison, Fighting]	[Dry Skin, Anticipation, Poison Touch]	50%	50%	0.7 m	23.0 kg	[Human-Like]	48	61	40	61	40	50	0
4	454	Toxicroak	Toxic Mouth Pokémon	[Poison, Fighting]	[Dry Skin, Anticipation, Poison Touch]	50%	50%	1.3 m	44.4 kg	[Human-Like]	83	106	65	86	65	85	0
4	455	Carnivine	Bug Catcher Pokémon	[Grass, Unknown]	[Levitate]	50%	50%	1.4 m	27.0 kg	[Grass]	74	100	72	90	72	46	0
4	456	Finneon	Wing Fish Pokémon	[Water, Unknown]	[Storm Drain, Swift Swim, Water Veil]	50%	50%	0.4 m	7.0 kg	[Water 2]	49	49	56	49	61	66	0
4	457	Lumineon	Neon Pokémon	[Water, Unknown]	[Storm Drain, Swift Swim, Water Veil]	50%	50%	1.2 m	24.0 kg	[Water 2]	69	69	76	69	86	91	0
4	458	Mantyke	Kite Pokémon	[Water, Flying]	[Swift Swim, Water Absorb, Water Veil]	50%	50%	1.0 m	65.0 kg	[Undiscovered]	45	20	50	60	120	50	0
4	459	Snover	Frost Tree Pokémon	[Grass, Ice]	[Soundproof, Snow Warning]	50%	50%	1.0 m	50.5 kg	[Monster, Grass]	60	62	50	62	60	40	0
4	460	Abomasnow	Frost Tree Pokémon	[Grass, Ice]	[Soundproof, Snow Warning]	50%	50%	2.2 m	135.5 kg	[Monster, Grass]	90	92	75	92	85	60	0
6	460	Mega Abomasnow	Frost Tree Pokémon	[Grass, Ice]	[Snow Warning]	50%	50%	2.2 m	135.5 kg	[Monster, Grass]	90	132	105	132	105	30	0
4	461	Weavile	Sharp Claw Pokémon	[Dark, Ice]	[Pickpocket, Pressure]	50%	50%	1.1 m	34.0 kg	[Field]	70	120	65	45	85	125	0
4	462	Magnezone	Magnet Area Pokémon	[Electric, Steel]	[Magnet Pull, Analytic, Sturdy]	0%	0%	1.2 m	180.0 kg	[Mineral]	70	70	115	130	90	60	0
4	463	Lickilicky	Licking Pokémon	[Normal, Unknown]	[Own Tempo, Cloud Nine, Oblivious]	50%	50%	1.7 m	140.0 kg	[Monster]	110	85	95	80	95	50	0
4	464	Rhyperior	Drill Pokémon	[Ground, Rock]	[Solid Rock, Lightning Rod, Reckless]	50%	50%	2.4 m	282.8 kg	[Field, Monster]	115	140	130	55	55	40	0
4	465	Tangrowth	Vine Pokémon	[Grass, Unknown]	[Chlorophyll, Regenerator, Leaf Guard]	50%	50%	2.0 m	128.6 kg	[Grass]	100	100	125	110	50	50	0
4	466	Electivire	Thunderbolt Pokémon	[Electric, Unknown]	[Vital Spirit, Motor Drive]	75%	25%	1.8 m	138.6 kg	[Human-Like]	75	123	67	95	85	95	0
4	467	Magmortar	Blast Pokémon	[Fire, Unknown]	[Vital Spirit, Flame Body]	75%	25%	1.6 m	68.0 kg	[Human-Like]	75	95	67	125	95	83	0
4	468	Togekiss	Jubilee Pokémon	[Fairy, Flying]	[Serene Grace, Hustle, Super Luck]	87.5%	12.5%	1.5 m	38.0 kg	[Flying, Fairy]	85	50	95	120	115	80	0
4	469	Yanmega	Ogre Darner Pokémon	[Bug, Flying]	[Speed Boost, Frisk, Tinted Lens]	50%	50%	1.9 m	51.5 kg	[Bug]	86	76	86	116	56	95	0
4	470	Leafeon	Verdant Pokémon	[Grass, Unknown]	[Chlorophyll, Leaf Guard]	87.5%	12.5%	1.0 m	25.5 kg	[Field]	65	110	130	60	65	95	0
4	471	Glaceon	Fresh Snow Pokémon	[Ice, Unknown]	[Ice Body, Snow Cloak]	87.5%	12.5%	0.8 m	25.9 kg	[Field]	65	60	110	130	95	65	0
4	472	Gliscor	Fang Scorpion Pokémon	[Ground, Flying]	[Sand Veil, Poison Heal, Hyper Cutter]	50%	50%	2.0 m	42.5 kg	[Bug]	75	95	125	45	75	95	0
4	473	Mamoswine	Twin Tusk Pokémon	[Ice, Ground]	[Oblivious, Thick Fat, Snow Cloak]	50%	50%	2.5 m	291.0 kg	[Field]	110	130	80	70	60	80	0
4	474	Porygon-Z	Virtual Pokémon	[Normal, Unknown]	[Adaptability, Analytic, Download]	0%	0%	0.9 m	34.0 kg	[Mineral]	85	80	70	135	75	90	0
6	475	Mega Gallade	Blade Pokémon	[Psychic, Fighting]	[Inner Focus]	100%	0%	1.6 m	52.0 kg	[Amorphous]	68	165	95	65	115	110	0
4	475	Gallade	Blade Pokémon	[Psychic, Fighting]	[Steadfast, Justified]	100%	0%	1.6 m	52.0 kg	[Amorphous]	68	125	65	65	115	80	0
4	476	Probopass	Compass Pokémon	[Rock, Steel]	[Magnet Pull, Sturdy, Sand Force]	50%	50%	1.4 m	340.0 kg	[Mineral]	60	55	145	75	150	40	0
4	477	Dusknoir	Gripper Pokémon	[Ghost, Unknown]	[Frisk, Pressure]	50%	50%	2.2 m	106.6 kg	[Amorphous]	45	100	135	65	135	45	0
4	478	Froslass	Snow Land Pokémon	[Ice, Ghost]	[Cursed Body, Snow Cloak]	0%	100%	1.3 m	26.6 kg	[Mineral, Fairy]	70	80	70	80	70	110	0
4	479	Fan Rotom	Plasma Pokémon	[Electric, Flying]	[Levitate]	0%	0%	0.3 m	0.3 kg	[Amorphous]	50	50	77	95	77	91	0
4	479	Wash Rotom	Plasma Pokémon	[Electric, Water]	[Levitate]	0%	0%	0.3 m	0.3 kg	[Amorphous]	50	50	77	95	77	91	0
4	479	Rotom	Plasma Pokémon	[Electric, Ghost]	[Levitate]	0%	0%	0.3 m	0.3 kg	[Amorphous]	50	50	77	95	77	91	0
4	479	Heat Rotom	Plasma Pokémon	[Electric, Fire]	[Levitate]	0%	0%	0.3 m	0.3 kg	[Amorphous]	50	50	77	95	77	91	0
4	479	Mow Rotom	Plasma Pokémon	[Electric, Grass]	[Levitate]	0%	0%	0.3 m	0.3 kg	[Amorphous]	50	50	77	95	77	91	0
4	479	Frost Rotom	Plasma Pokémon	[Electric, Ice]	[Levitate]	0%	0%	0.3 m	0.3 kg	[Amorphous]	50	50	77	95	77	91	0
4	480	Uxie	Knowledge Pokémon	[Psychic, Unknown]	[Levitate]	0%	0%	0.3 m	0.3 kg	[Undiscovered]	75	75	130	75	130	95	0
4	481	Mesprit	Emotion Pokémon	[Psychic, Unknown]	[Levitate]	0%	0%	0.3 m	0.3 kg	[Undiscovered]	80	105	105	105	105	80	0
4	482	Azelf	Willpower Pokémon	[Psychic, Unknown]	[Levitate]	0%	0%	0.3 m	0.3 kg	[Undiscovered]	75	125	70	125	70	115	0
4	483	Dialga	Temporal Pokémon	[Steel, Dragon]	[Telepathy, Pressure]	0%	0%	5.4 m	683.0 kg	[Undiscovered]	100	120	120	150	100	90	0
4	484	Palkia	Spatial Pokémon	[Water, Dragon]	[Telepathy, Pressure]	0%	0%	4.2 m	336.0 kg	[Undiscovered]	90	120	100	150	120	100	0
4	485	Heatran	Lava Dome Pokémon	[Fire, Steel]	[Flame Body, Flash Fire]	50%	50%	1.7 m	430.0 kg	[Undiscovered]	91	90	106	130	106	77	0
4	486	Regigigas	Colossal Pokémon	[Normal, Unknown]	[Slow Start]	0%	0%	3.7 m	420.0 kg	[Undiscovered]	110	160	110	80	110	100	0
4	487	Origin Forme	Renegade Pokémon	[Ghost, Dragon]	[Levitate]	0%	0%	4.5 m	750.0 kg	[Undiscovered]	150	120	100	120	100	90	0
4	487	Altered Forme	Renegade Pokémon	[Ghost, Dragon]	[Telepathy, Pressure]	0%	0%	4.5 m	750.0 kg	[Undiscovered]	150	100	120	100	120	90	0
4	488	Cresselia	Lunar Pokémon	[Psychic, Unknown]	[Levitate]	0%	100%	1.5 m	85.6 kg	[Undiscovered]	120	70	120	75	130	85	0
4	489	Phione	Sea Drifter Pokémon	[Water, Unknown]	[Hydration]	0%	0%	0.4 m	3.1 kg	[Fairy, Water 1]	80	80	80	80	80	80	0
4	490	Manaphy	Seafaring Pokémon	[Water, Unknown]	[Hydration]	0%	0%	0.3 m	1.4 kg	[Fairy, Water 1]	100	100	100	100	100	100	0
4	491	Darkrai	Pitch-Black Pokémon	[Dark, Unknown]	[Bad Dreams]	0%	0%	1.5 m	50.5 kg	[Undiscovered]	70	90	90	135	90	125	0
4	492	Land Forme	Gratitude Pokémon	[Grass, Unknown]	[Natural Cure]	0%	0%	0.2 m	2.1 kg	[Undiscovered]	100	100	100	100	100	100	0
4	492	Sky Forme	Gratitude Pokémon	[Grass, Flying]	[Serene Grace]	0%	0%	0.2 m	2.1 kg	[Undiscovered]	100	103	75	120	75	127	0
4	493	Arceus	Alpha Pokémon	[Normal, Unknown]	[Multitype]	0%	0%	3.2 m	320.0 kg	[Undiscovered]	120	120	120	120	120	120	0
5	494	Victini	Victory Pokémon	[Psychic, Fire]	[Victory Star]	0%	0%	0.4 m	4.0 kg	[Undiscovered]	100	100	100	100	100	100	0
5	495	Snivy	Grass Snake Pokémon	[Grass, Unknown]	[Contrary, Overgrow]	87.5%	12.5%	0.6 m	8.1 kg	[Field, Grass]	45	45	55	45	55	63	0
5	496	Servine	Grass Snake Pokémon	[Grass, Unknown]	[Contrary, Overgrow]	87.5%	12.5%	0.8 m	16 kg	[Field, Grass]	60	60	75	60	75	83	0
5	497	Serperior	Regal Pokémon	[Grass, Unknown]	[Contrary, Overgrow]	87.5%	12.5%	3.3 m	63.0 kg	[Field, Grass]	75	75	95	75	95	113	0
5	498	Tepig	Fire Pig Pokémon	[Fire, Unknown]	[Blaze, Thick Fat]	87.5%	12.5%	0.5 m	9.9 kg	[Field]	65	63	45	45	45	45	0
5	499	Pignite	Fire Pig Pokémon	[Fire, Fighting]	[Blaze, Thick Fat]	87.5%	12.5%	1.0 m	55.5 kg	[Field]	90	93	55	70	55	55	0
5	500	Emboar	Mega Fire Pig Pokémon	[Fire, Fighting]	[Blaze, Reckless]	87.5%	12.5%	1.6 m	150.0 kg	[Field]	110	123	65	100	65	65	0
5	501	Oshawott	Sea Otter Pokémon	[Water, Unknown]	[Torrent, Shell Armor]	87.5%	12.5%	0.5 m	5.9 kg	[Field]	55	55	45	63	45	45	0
5	502	Dewott	Discipline Pokémon	[Water, Unknown]	[Torrent, Shell Armor]	87.5%	12.5%	0.8 m	24.5 kg	[Field]	75	75	60	83	60	60	0
5	503	Samurott	Formidable Pokémon	[Water, Unknown]	[Torrent, Shell Armor]	87.5%	12.5%	1.5 m	94.6 kg	[Field]	95	100	85	108	70	70	0
5	504	Patrat	Scout Pokémon	[Normal, Unknown]	[Keen Eye, Run Away, Analytic]	50%	50%	0.5 m	11.6 kg	[Field]	45	55	39	35	39	42	0
5	505	Watchog	Lookout Pokémon	[Normal, Unknown]	[Keen Eye, Analytic, Illuminate]	50%	50%	1.1 m	27.0 kg	[Field]	60	85	69	60	69	77	0
5	506	Lillipup	Puppy Pokémon	[Normal, Unknown]	[Vital Spirit, Run Away, Pickup]	50%	50%	0.4 m	4.1 kg	[Field]	45	60	45	25	45	55	0
5	507	Herdier	Loyal Dog Pokémon	[Normal, Unknown]	[Intimidate, Scrappy, Sand Rush]	50%	50%	0.9 m	14.7 kg	[Field]	65	80	65	35	65	60	0
5	508	Stoutland	Big-Hearted Pokémon	[Normal, Unknown]	[Intimidate, Scrappy, Sand Rush]	50%	50%	1.2 m	61.0 kg	[Field]	85	110	90	45	90	80	0
5	509	Purrloin	Devious Pokémon	[Dark, Unknown]	[Limber, Unburden, Prankster]	50%	50%	0.4 m	10.1 kg	[Field]	41	50	37	50	37	66	0
5	510	Liepard	Cruel Pokémon	[Dark, Unknown]	[Limber, Unburden, Prankster]	50%	50%	1.1 m	37.5 kg	[Field]	64	88	50	88	50	106	0
5	511	Pansage	Grass Monkey Pokémon	[Grass, Unknown]	[Overgrow, Gluttony]	87.5%	12.5%	0.6 m	10.5 kg	[Field]	50	53	48	53	48	64	0
5	512	Simisage	Thorn Monkey Pokémon	[Grass, Unknown]	[Overgrow, Gluttony]	87.5%	12.5%	1.1 m	30.5 kg	[Field]	75	98	63	98	63	101	0
5	513	Pansear	High Temp Pokémon	[Fire, Unknown]	[Blaze, Gluttony]	87.5%	12.5%	0.6 m	11.0 kg	[Field]	50	53	48	53	48	64	0
5	514	Simisear	Ember Pokémon	[Fire, Unknown]	[Blaze, Gluttony]	87.5%	12.5%	1.0 m	28.0 kg	[Field]	75	98	63	98	63	101	0
5	515	Panpour	Spray Pokémon	[Water, Unknown]	[Torrent, Gluttony]	87.5%	12.5%	0.6 m	13.5 kg	[Field]	50	53	48	53	48	64	0
5	516	Simipour	Geyser Pokémon	[Water, Unknown]	[Torrent, Gluttony]	87.5%	12.5%	1.0 m	29.0 kg	[Field]	75	98	63	98	63	101	0
5	517	Munna	Dream Eater Pokémon	[Psychic, Unknown]	[Forewarn, Telepathy, Synchronize]	50%	50%	0.6 m	23.3 kg	[Field]	76	25	45	67	55	24	0
5	518	Musharna	Drowsing Pokémon	[Psychic, Unknown]	[Forewarn, Telepathy, Synchronize]	50%	50%	1.1 m	60.5 kg	[Field]	116	55	85	107	95	29	0
5	519	Pidove	Tiny Pigeon Pokémon	[Normal, Flying]	[Big Pecks, Super Luck, Rivalry]	50%	50%	0.3 m	2.1 kg	[Flying]	50	55	50	36	30	43	0
5	520	Tranquill	Wild Pigeon Pokémon	[Normal, Flying]	[Big Pecks, Super Luck, Rivalry]	50%	50%	0.6 m	15.0 kg	[Flying]	62	77	62	50	42	65	0
5	521	Unfezant	Proud Pokémon	[Normal, Flying]	[Big Pecks, Super Luck, Rivalry]	50%	50%	1.2 m	29.0 kg	[Flying]	80	115	80	65	55	93	0
5	522	Blitzle	Electrified Pokémon	[Electric, Unknown]	[Motor Drive, Sap Sipper, Lightning Rod]	50%	50%	0.8 m	29.8 kg	[Field]	45	60	32	50	32	76	0
5	523	Zebstrika	Thunderbolt Pokémon	[Electric, Unknown]	[Motor Drive, Sap Sipper, Lightning Rod]	50%	50%	1.6 m	79.5 kg	[Field]	75	100	63	80	63	116	0
5	524	Roggenrola	Mantle Pokémon	[Rock, Unknown]	[Weak Armor, Sturdy, Sand Force]	50%	50%	0.4 m	18.0 kg	[Mineral]	55	75	85	25	25	15	0
5	525	Boldore	Ore Pokémon	[Rock, Unknown]	[Weak Armor, Sturdy, Sand Force]	50%	50%	0.9 m	102.0 kg	[Mineral]	70	105	105	50	40	20	0
5	526	Gigalith	Compressed Pokémon	[Rock, Unknown]	[Sand Stream, Sturdy, Sand Force]	50%	50%	1.7 m	260.0 kg	[Mineral]	85	135	130	60	80	25	0
5	527	Woobat	Bat Pokémon	[Psychic, Flying]	[Unaware, Klutz, Simple]	50%	50%	0.4 m	2.1 kg	[Field, Flying]	65	45	43	55	43	72	0
5	528	Swoobat	Courting Pokémon	[Psychic, Flying]	[Unaware, Klutz, Simple]	50%	50%	0.9 m	10.5 kg	[Field, Flying]	67	57	55	77	55	114	0
5	529	Drilbur	Mole Pokémon	[Ground, Unknown]	[Mold Breaker, Sand Force, Sand Rush]	50%	50%	0.3 m	8.5 kg	[Field]	60	85	40	30	45	68	0
5	530	Excadrill	Subterrene Pokémon	[Ground, Steel]	[Mold Breaker, Sand Force, Sand Rush]	50%	50%	0.7 m	40.4 kg	[Field]	110	135	60	50	65	88	0
5	531	Audino	Hearing Pokémon	[Normal, Unknown]	[Regenerator, Klutz, Healer]	50%	50%	1.1 m	31.0 kg	[Fairy]	103	60	86	60	86	50	0
6	531	Mega Audino	Hearing Pokémon	[Normal, Fairy]	[Healer]	50%	50%	1.1 m	31.0 kg	[Fairy]	103	60	126	80	126	50	0
5	532	Timburr	Muscular Pokémon	[Fighting, Unknown]	[Sheer Force, Iron Fist, Guts]	75%	25%	0.6 m	12.5 kg	[Human-Like]	75	80	55	25	35	35	0
5	533	Gurdurr	Muscular Pokémon	[Fighting, Unknown]	[Sheer Force, Iron Fist, Guts]	75%	25%	1.2 m	40.0 kg	[Human-Like]	85	105	85	40	50	40	0
5	534	Conkeldurr	Muscular Pokémon	[Fighting, Unknown]	[Sheer Force, Iron Fist, Guts]	75%	25%	1.4 m	87.0 kg	[Human-Like]	105	140	95	55	65	45	0
5	535	Tympole	Tadpole Pokémon	[Water, Unknown]	[Hydration, Swift Swim, Water Absorb]	50%	50%	0.5 m	4.5 kg	[Water 1]	50	50	40	50	40	64	0
5	536	Palpitoad	Vibration Pokémon	[Water, Ground]	[Hydration, Swift Swim, Water Absorb]	50%	50%	0.8 m	17.0 kg	[Water 1]	75	65	55	65	55	69	0
